Nature mutation,Valeur fonciere,Type local,Nombre pieces principales,Surface,Latitude,Longitude
Vente,438000.0,Appartement,2,41.78,48.83803,2.2974919
Vente,2420000.0,Appartement,4,117.0,48.8554487,2.3239176
Vente,3000000.0,Appartement,5,164.91,48.8590115,2.3300942
Vente,865000.0,Appartement,1,25.0,48.871704,2.282559
Vente,500000.0,Appartement,2,52.38,48.841881,2.3536309
Vente,202000.0,Appartement,1,16.91,48.8544148,2.3848685
Vente,440000.0,Appartement,2,44.67,48.8498293,2.3699731
Vente,565000.0,Appartement,2,52.21,48.8300003,2.3270984
Vente,158000.0,Appartement,1,14.03,48.8583518,2.3757501
Vente,414000.0,Appartement,3,48.58,48.8240104,2.3228609
Vente,243450.0,Appartement,1,23.39,48.8421097,2.3039714
Vente,370000.0,Appartement,1,20.16,48.8478937,2.332378
Vente,330000.0,Appartement,2,32.0,48.8380839,2.2988814
Vente,638130.0,Appartement,3,54.84,48.8503399,2.2945661
Vente,1515000.0,Appartement,5,104.56,48.8444341,2.3206378
Vente,380700.0,Appartement,1,31.12,48.860739,2.284062
Vente,206000.0,Appartement,1,20.04,48.8461976,2.3979939
Vente,556800.0,Appartement,2,32.03,48.8473224,2.3229721
Vente,130000.0,Appartement,1,11.5,48.8595478,2.2786507
Vente,460000.0,Appartement,2,41.24,48.8589893,2.307579
Vente,1832000.0,Appartement,4,130.52,48.8649444,2.2896806
Vente,495000.0,Appartement,3,41.61,48.8649636,2.3659195
Vente,474900.0,Appartement,1,41.16,48.8417714,2.2651888
Vente,78000.0,Appartement,1,8.38,48.8296347,2.3308677
Vente,2690000.0,Appartement,6,225.0,48.864626,2.272887
Vente,450000.0,Appartement,2,57.19,48.82671,2.3318488
Vente,102000.0,Appartement,1,10.48,48.8675773,2.3752653
Vente,380000.0,Appartement,2,36.61,48.8396208,2.3909765
Vente,453000.0,Appartement,2,39.28,48.845009,2.3494007
Vente,178000.0,Appartement,1,10.98,48.8483541,2.3406151
Vente,810000.0,Appartement,3,72.75,48.8425153,2.308817
Vente,580000.0,Appartement,3,49.81,48.827992,2.3303851
Vente,400000.0,Appartement,2,36.75,48.8435892,2.2579934
Vente,2437075.0,Appartement,5,130.0,48.8562753,2.3170116
Vente,698600.0,Appartement,2,44.2,48.8499239,2.378082
Vente,285000.0,Appartement,2,32.0,48.8692693,2.3787993
Vente,1050000.0,Appartement,4,85.0,48.8428482,2.3247858
Vente,715000.0,Appartement,2,51.43,48.8422044,2.3482791
Vente,1472750.0,Appartement,3,95.67,48.8674534,2.2879847
Vente,150000.0,Appartement,1,13.6,48.8347207,2.2912801
Vente,378250.0,Appartement,2,27.68,48.8424192,2.3515797
Vente,250100.0,Appartement,1,11.0,48.8592306,2.3048627
Vente,575000.0,Appartement,3,53.0,48.8615445,2.3735319
Vente,158000.0,Appartement,2,21.67,48.8587522,2.3762835
Vente,200000.0,Appartement,1,17.24,48.8498232,2.3778647
Vente,680000.0,Appartement,3,57.0,48.8431213,2.2942786
Vente,8000.0,Appartement,2,26.0,48.8433534,2.3541478
Vente,326000.0,Appartement,1,34.0,48.8441989,2.2878385
Vente,510000.0,Appartement,3,100.82,48.8381712,2.3900316
Vente,920000.0,Appartement,4,116.0,48.843159,2.2645399
Vente,1000000.0,Appartement,3,84.21,48.8227823,2.3406402
Vente,250000.0,Appartement,2,25.0,48.8369022,2.3720947
Vente,316000.0,Appartement,1,37.86,48.8226712,2.3609748
Vente,316000.0,Appartement,1,36.71,48.8226712,2.3609748
Vente,439350.0,Appartement,1,35.0,48.8449583,2.261511
Vente,490000.0,Appartement,3,63.14,48.8394473,2.3997239
Vente,613730.0,Appartement,2,26.0,48.8423885,2.3308482
Vente,322000.0,Appartement,1,30.74,48.8709276,2.3740028
Vente,322000.0,Appartement,1,28.0,48.8709276,2.3740028
Vente,123000.0,Appartement,1,8.0,48.8369227,2.2896036
Vente,245000.0,Appartement,2,25.01,48.8404944,2.3157445
Vente,328000.0,Appartement,2,32.6,48.8307483,2.3813185
Vente,150000.0,Appartement,1,31.34,48.8721381,2.2854283
Vente,580000.0,Appartement,3,60.36,48.8563348,2.3940111
Vente,315000.0,Appartement,1,19.0,48.8293983,2.3247802
Vente,315000.0,Appartement,1,20.0,48.8293983,2.3247802
Vente,950000.0,Appartement,5,137.0,48.84783,2.2801387
Vente,68333.34,Appartement,2,34.55,48.824811,2.3700518
Vente,449000.0,Appartement,3,66.0,48.8433198,2.2904405
Vente,273250.0,Appartement,1,24.94,48.8390153,2.3964645
Vente,1900000.0,Appartement,3,102.65,48.8428935,2.3314503
Vente,520000.0,Appartement,2,32.0,48.8469516,2.3170559
Vente,285000.0,Appartement,1,25.7,48.8484206,2.3777809
Vente,193313.0,Appartement,1,20.0,48.8535703,2.3386713
Vente,405000.0,Appartement,2,43.72,48.8422608,2.2676884
Vente,461750.0,Appartement,3,44.77,48.8562512,2.3932284
Vente,605000.0,Appartement,3,55.16,48.8420493,2.3142425
Vente,5000.0,Appartement,2,30.0,48.847706,2.4030829
Vente,1895000.0,Appartement,4,92.11,48.8478714,2.3065839
Vente,381000.0,Appartement,2,25.62,48.8573939,2.3026382
Vente,32000.0,Appartement,1,24.47,48.8524137,2.3451153
Vente,527900.0,Appartement,2,52.54,48.8336271,2.2893426
Vente,572300.0,Appartement,3,54.0,48.8543413,2.3960382
Vente,600000.0,Appartement,2,42.12,48.8379842,2.3519578
Vente,600000.0,Appartement,2,35.0,48.8379842,2.3519578
Vente,178800.0,Appartement,2,38.28,48.8390696,2.3090625
Vente,472500.0,Appartement,1,48.0,48.8428126,2.2573857
Vente,1186600.0,Appartement,4,84.55,48.8482544,2.2666071
Vente,607000.0,Appartement,3,64.0,48.8236353,2.327317
Vente,657740.0,Appartement,3,57.29,48.8667333,2.3707888
Vente,1206310.0,Appartement,4,76.97,48.8496951,2.3266876
Vente,255000.0,Appartement,1,11.18,48.8425813,2.3133329
Vente,255000.0,Appartement,1,10.6,48.8425813,2.3133329
Vente,450000.0,Appartement,2,37.0,48.8556508,2.3401872
Vente,455000.0,Appartement,2,42.8,48.8566723,2.3702997
Vente,270000.0,Appartement,2,27.8,48.8369022,2.3720947
Vente,1657190.0,Appartement,5,133.84,48.8650493,2.2705983
Vente,551060.0,Appartement,2,39.65,48.8591047,2.274612
Vente,343500.0,Appartement,2,36.31,48.8455949,2.3990393
Vente,1250000.0,Appartement,2,85.0,48.8721167,2.2852281
Vente,200000.0,Appartement,2,22.0,48.8373487,2.2603252
Vente,100000.0,Appartement,2,13.22,48.8240972,2.328053
Vente,223200.0,Appartement,1,39.01,48.8282838,2.3079543
Vente,632500.0,Appartement,1,16.0,48.8676289,2.3760509
Vente,632500.0,Appartement,2,50.0,48.8676289,2.3760509
Vente,538815.0,Appartement,2,44.85,48.8550023,2.3734338
Vente,379767.0,Appartement,1,36.15,48.8453637,2.4066277
Vente,520000.0,Appartement,5,87.86,48.82115815,2.366401435469169
Vente,1039050.0,Appartement,2,68.0,48.8553514,2.3809804
Vente,500.0,Appartement,1,16.0,48.8485771,2.3405201
Vente,131140.0,Appartement,1,11.26,48.8437224,2.2970879
Vente,889700.0,Appartement,1,55.02,48.8489482,2.3184518
Vente,1089735.0,Appartement,5,64.03,48.8470718,2.3295987
Vente,446500.0,Appartement,2,47.24,48.8440103,2.271257
Vente,328550.0,Appartement,2,31.03,48.8391459,2.2877405
Vente,1550000.0,Appartement,5,125.53,48.8305397,2.3229017
Vente,2470000.0,Appartement,3,108.73,48.858257,2.3224187
Vente,340000.0,Appartement,1,31.16,48.8281699,2.3312077
Vente,310000.0,Appartement,1,29.06,48.8315865,2.3376342
Vente,165000.0,Appartement,1,13.14,48.8371115,2.2999174
Vente,360000.0,Appartement,2,39.75,48.8408242,2.2955196
Vente,292000.0,Appartement,2,31.0,48.836955,2.3489247
Vente,530000.0,Appartement,2,53.0,48.8449407,2.3486924
Vente,600000.0,Appartement,3,56.51,48.8246501,2.3295106
Vente,900000.0,Appartement,2,61.13,48.8566666,2.3320351
Vente,545000.0,Appartement,2,24.0,48.8595571,2.3686568
Vente,545000.0,Appartement,2,48.8,48.8595571,2.3686568
Vente,1092500.0,Appartement,4,97.11,48.8373631,2.2999616
Vente,150000.0,Appartement,1,20.0,48.8478904,2.387615
Vente,105000.0,Appartement,1,16.0,48.8282018,2.3499453
Vente,105000.0,Appartement,1,13.0,48.8282018,2.3499453
Vente,190650.0,Appartement,1,17.1,48.8563353,2.3783334
Vente,690000.0,Appartement,3,75.53,48.8484665,2.2846611
Vente,530000.0,Appartement,2,70.0,48.8481324,2.2746906
Vente,594600.0,Appartement,1,45.0,48.8609998,2.283823
Vente,536640.0,Appartement,4,83.75,48.8511267,2.2667359
Vente,364500.0,Appartement,1,32.23,48.8281022,2.357026
Vente,345000.0,Appartement,1,22.18,48.8379888,2.3905282
Vente,435000.0,Appartement,3,45.01,48.8305056,2.3522064
Vente,105000.0,Appartement,1,10.46,48.8532382,2.3852382
Vente,182470.0,Appartement,1,14.0,48.8626273,2.3793312
Vente,339000.0,Appartement,1,39.04,48.8449916,2.3498626
Vente,644405.0,Appartement,3,55.49,48.8287098,2.3208097
Vente,700000.0,Appartement,2,58.0,48.8598895,2.310695
Vente,808450.0,Appartement,4,77.03,48.8463681,2.3733407
Vente,355000.0,Appartement,2,32.17,48.849523,2.3793092
Vente,1991500.0,Appartement,5,126.0,48.8479483,2.3140517
Vente,1290575.0,Appartement,2,17.0,48.8697063,2.2764701
Vente,1290575.0,Appartement,3,76.0,48.8697063,2.2764701
Vente,1290575.0,Appartement,6,135.0,48.8697063,2.2764701
Vente,224000.0,Appartement,2,23.35,48.8561375,2.387045
Vente,412800.0,Appartement,1,31.87,48.8502488,2.3379207
Vente,230000.0,Appartement,1,20.59,48.8542989,2.3833507
Vente,388000.0,Appartement,1,38.3,48.8396586,2.4007428
Vente,520000.0,Appartement,3,51.22,48.8621627,2.3753082
Vente,373700.0,Appartement,1,25.54,48.8443294,2.3456225
Vente,2050000.0,Appartement,4,108.0,48.8496667,2.320057
Vente,260000.0,Appartement,1,25.34,48.842532,2.2606391
Vente,200000.0,Appartement,2,21.47,48.8474269,2.3747113
Vente,1510000.0,Appartement,4,84.17,48.8405713,2.3354145
Vente,319089.0,Appartement,2,36.79,48.8451447,2.3112242
Vente,699000.0,Appartement,1,63.07,48.846251,2.3943117
Vente,699000.0,Appartement,3,45.0,48.846251,2.3943117
Vente,2200000.0,Appartement,2,46.8,48.870755,2.285228
Vente,1481700.0,Appartement,4,129.76,48.8437675,2.2634697
Vente,1600000.0,Appartement,5,224.7,48.8622399,2.2718375
Vente,264000.0,Appartement,1,30.85,48.8299635,2.3690344
Vente,625000.0,Appartement,3,61.26,48.853082,2.3932186
Vente,359000.0,Appartement,1,28.81,48.844495,2.3023368
Vente,364950.0,Appartement,2,41.5,48.842364,2.3984849
Vente,888000.0,Appartement,4,96.0,48.8431263,2.260515
Vente,600000.0,Appartement,1,60.03,48.8590115,2.3300942
Vente,290000.0,Appartement,1,26.7,48.832596,2.3205
Vente,242500.0,Appartement,1,17.0,48.8368942,2.3509572
Vente,1150000.0,Appartement,3,52.06,48.8517067,2.3125359
Vente,372050.0,Appartement,2,38.54,48.8392551,2.2875536
Vente,1119700.0,Appartement,4,93.0,48.8266497,2.3302721
Vente,293350.0,Appartement,1,20.05,48.8707801,2.2892587
Vente,188000.0,Appartement,1,14.33,48.8394147,2.2578735
Vente,257100.0,Appartement,2,24.0,48.8440405,2.2834281
Vente,139000.0,Appartement,1,12.27,48.862835,2.2716135
Vente,430000.0,Appartement,2,50.2,48.8451592,2.2614795
Vente,526050.0,Appartement,2,48.61,48.836955,2.3489247
Vente,499000.0,Appartement,2,45.0,48.8376895,2.400021
Vente,590000.0,Appartement,2,44.2,48.8670857,2.3668347
Vente,233100.0,Appartement,1,20.25,48.8324106,2.3031004
Vente,297800.0,Appartement,2,25.87,48.8520694,2.373819
Vente,230000.0,Appartement,1,22.69,48.8586718,2.3873195
Vente,410000.0,Appartement,1,18.48,48.8452783,2.3021757
Vente,410000.0,Appartement,2,22.69,48.8452783,2.3021757
Vente,1626850.0,Appartement,5,112.25,48.8530201,2.2990204
Vente,1282500.0,Appartement,5,97.53,48.8429124,2.2681668
Vente,357285.0,Appartement,1,29.7,48.8453031,2.285306
Vente,780000.0,Appartement,3,72.0,48.8362523,2.3082967
Vente,330000.0,Appartement,1,33.25,48.8311654,2.3137963
Vente,489000.0,Appartement,2,45.85,48.8256025,2.3243387
Vente,883950.0,Appartement,3,81.0,48.8367118,2.298662
Vente,558500.0,Appartement,3,47.12,48.854956,2.2706705
Vente,509607.0,Appartement,1,44.77,48.8414154,2.3389643
Vente,264500.0,Appartement,1,18.2,48.8496402,2.3400656
Vente,145000.0,Appartement,1,13.64,48.8571922,2.3907193
Vente,327600.0,Appartement,1,36.01,48.8421535,2.2656428
Vente,884235.0,Appartement,3,95.56,48.8385786,2.3088766
Vente,380000.0,Appartement,2,38.05,48.8486508,2.2916514
Vente,960000.0,Appartement,4,162.72,48.8635321,2.3746003
Vente,306000.0,Appartement,1,34.0,48.8496229,2.3926257
Vente,482500.0,Appartement,2,40.11,48.8513512,2.3816897
Vente,532700.0,Appartement,2,50.0,48.859728,2.3807125
Vente,330000.0,Appartement,4,63.0,48.8690352,2.3790214
Vente,570930.0,Appartement,3,61.89,48.8265099,2.3134502
Vente,1140000.0,Appartement,3,84.0,48.8339928,2.3343793
Vente,1050000.0,Appartement,4,70.01,48.8444401,2.3478396
Vente,3690000.0,Appartement,2,127.05,48.8644392,2.3007725
Vente,477162.0,Appartement,5,115.0,48.8399962,2.3968112
Vente,635000.0,Appartement,1,22.0,48.8612049,2.2858096
Vente,635000.0,Appartement,2,40.0,48.8612049,2.2858096
Vente,513700.0,Appartement,2,41.45,48.8361354,2.3458467
Vente,1337930.0,Appartement,3,100.02,48.8445021,2.2573448
Vente,132750.0,Appartement,1,33.0,48.8343484,2.3493973
Vente,305000.0,Appartement,1,28.0,48.855937,2.2640439
Vente,1250000.0,Appartement,4,95.0,48.8498385,2.2664314
Vente,525000.0,Appartement,3,58.01,48.8399872,2.2833134
Vente,300000.0,Appartement,2,30.0,48.8338252,2.323083
Vente,891650.0,Appartement,3,65.0,48.8504211,2.3902301
Vente,780000.0,Appartement,2,54.0,48.8671624,2.3740625
Vente,354000.0,Appartement,2,29.0,48.8504458,2.3983935
Vente,337250.0,Appartement,2,37.57,48.82877,2.3177169
Vente,1250000.0,Appartement,2,45.0,48.839626,2.3367009
Vente,1450000.0,Appartement,5,145.0,48.8600553,2.2661036
Vente,950600.0,Appartement,4,90.93,48.8515642,2.2612507
Vente,647000.0,Appartement,3,70.0,48.8366311,2.3952683
Vente,453100.0,Appartement,2,40.0,48.8316374,2.321938
Vente,796270.0,Appartement,3,68.0,48.8618416,2.3805356
Vente,1250000.0,Appartement,3,95.0,48.8404588,2.3458574
Vente,262801.0,Appartement,1,17.0,48.8433534,2.3541478
Vente,380000.0,Appartement,3,38.0,48.8264558,2.3130336
Vente,870000.0,Appartement,3,66.3,48.8558406,2.2771709
Vente,370000.0,Appartement,2,33.0,48.8329398,2.3198644
Vente,225200.0,Appartement,1,20.0,48.8594114,2.3777231
Vente,525000.0,Appartement,2,50.34,48.8505978,2.2662332
Vente,335000.0,Appartement,2,32.02,48.8396046,2.2869539
Vente,276000.0,Appartement,1,27.9,48.8658968,2.3774054
Vente,745000.0,Appartement,3,64.65,48.8326059,2.3013661
Vente,300000.0,Appartement,2,44.0,48.8218371,2.3676038
Vente,450000.0,Appartement,2,138.9,48.8397314,2.3325836
Vente,300000.0,Appartement,3,64.87,48.8473791,2.378933
Vente,732200.0,Appartement,2,44.51,48.8487978,2.3192074
Vente,335100.0,Appartement,2,33.34,48.8443334,2.3219391
Vente,284000.0,Appartement,2,32.6,48.8289665,2.3082318
Vente,645000.0,Appartement,2,33.84,48.8536337,2.3388221
Vente,984000.0,Appartement,3,76.0,48.8480857,2.2699044
Vente,519180.0,Appartement,2,47.05,48.8408065,2.307026
Vente,798000.0,Appartement,3,47.0,48.8519902,2.3301468
Vente,798000.0,Appartement,1,22.0,48.8519902,2.3301468
Vente,390000.0,Appartement,2,35.0,48.8295702,2.3518317
Vente,927800.0,Appartement,3,64.92,48.8670731,2.2818938
Vente,636000.0,Appartement,3,62.1,48.8434159,2.2830545
Vente,660000.0,Appartement,2,63.27,48.8370231,2.2809112
Vente,300000.0,Appartement,2,30.0,48.827842,2.3511304
Vente,331000.0,Appartement,1,22.83,48.8455576,2.3427536
Vente,4074950.0,Appartement,3,175.5,48.8660053,2.295904
Vente,4074950.0,Appartement,5,175.5,48.8660053,2.295904
Vente,530000.0,Appartement,2,45.0,48.842751,2.3545001
Vente,350000.0,Appartement,1,30.5,48.8648667,2.2718148
Vente,1650000.0,Appartement,4,137.12,48.877873,2.279053
Vente,644990.0,Appartement,4,58.56,48.8286305,2.3295134
Vente,312500.0,Appartement,2,35.19,48.8330942,2.3536774
Vente,279300.0,Appartement,1,24.25,48.8664943,2.3698997
Vente,1416000.0,Appartement,1,30.0,48.8444184,2.3484314
Vente,1416000.0,Appartement,4,107.48,48.8444184,2.3484314
Vente,398980.0,Appartement,3,43.95,48.8317373,2.2969324
Vente,590000.0,Appartement,3,60.0,48.859913,2.3804333
Vente,126900.0,Appartement,1,13.94,48.8522293,2.3923527
Vente,158000.0,Appartement,1,15.0,48.8406458,2.298573
Vente,350000.0,Appartement,1,35.0,48.8231974,2.3414087
Vente,750000.0,Appartement,2,57.0,48.8535487,2.3357081
Vente,270600.0,Appartement,2,35.46,48.8582046,2.2821174
Vente,425000.0,Appartement,2,44.0,48.8380048,2.2879989
Vente,186792.45,Appartement,1,14.0,48.8555276,2.3843963
Vente,134500.0,Appartement,2,38.0,48.8441615,2.2656976
Vente,276885.0,Appartement,2,27.96,48.866124,2.3768203
Vente,310000.0,Appartement,1,25.8,48.8349765,2.3182976
Vente,570000.0,Appartement,3,49.42,48.8452534,2.3839354
Vente,247350.0,Appartement,1,30.0,48.8328466,2.3606515
Vente,860000.0,Appartement,3,79.0,48.8554785,2.2789617
Vente,1299050.0,Appartement,4,83.07,48.8512533,2.3431034
Vente,299000.0,Appartement,1,27.0,48.8610964,2.3860486
Vente,452176.0,Appartement,1,30.0,48.8424152,2.3276286
Vente,735000.0,Appartement,3,70.0,48.8477553,2.2717674
Vente,684460.0,Appartement,3,67.21,48.8245128,2.3235098
Vente,405000.0,Appartement,2,37.0,48.851173,2.3971184
Vente,337000.0,Appartement,1,27.0,48.8482741,2.3787775
Vente,635000.0,Appartement,1,34.9,48.8507345,2.3270576
Vente,133000.0,Appartement,1,23.0,48.8661832,2.3657437
Vente,490000.0,Appartement,3,53.0,48.8355727,2.3450256
Vente,490000.0,Appartement,3,46.36,48.8355727,2.3450256
Vente,433740.0,Appartement,2,31.34,48.8678135,2.2979491
Vente,965000.0,Appartement,4,99.02,48.8318263,2.3360942
Vente,319100.0,Appartement,1,26.47,48.849839,2.2693333
Vente,254920.0,Appartement,2,26.57,48.8239465,2.3416177
Vente,210720.0,Appartement,1,24.0,48.8241503,2.3302938
Vente,826700.0,Appartement,3,68.16,48.8365198,2.2953246
Vente,535000.0,Appartement,2,50.0,48.826386,2.3304633
Vente,1500000.0,Appartement,3,89.0,48.8488988,2.3243307
Vente,140566.0,Appartement,1,14.02,48.8346721,2.3344092
Vente,485000.0,Appartement,2,43.9,48.8373629,2.3542794
Vente,615000.0,Appartement,3,51.05,48.8548371,2.3078059
Vente,187000.0,Appartement,1,16.58,48.836657,2.2921304
Vente,320000.0,Appartement,2,27.0,48.8493693,2.3699009
Vente,172580.0,Appartement,1,16.02,48.8297151,2.3302603
Vente,810000.0,Appartement,5,105.02,48.8352097,2.4004609
Vente,220000.0,Appartement,1,22.55,48.825028,2.3748251
Vente,515150.0,Appartement,2,46.66,48.8542989,2.3833507
Vente,51240.0,Appartement,1,5.27,48.8414154,2.3389643
Vente,361975.0,Appartement,2,33.48,48.8698334,2.3783111
Vente,1104000.0,Appartement,5,98.0,48.8423676,2.3994421
Vente,1540000.0,Appartement,5,128.31,48.8409968,2.3064893
Vente,350000.0,Appartement,2,35.7,48.8582492,2.381814
Vente,565400.0,Appartement,2,51.17,48.8553749,2.2805847
Vente,440000.0,Appartement,1,41.43,48.8305056,2.3522064
Vente,265000.0,Appartement,1,26.36,48.8375127,2.2608304
Vente,8900000.0,Appartement,2,77.0,48.8644392,2.3007725
Vente,8900000.0,Appartement,5,250.51,48.8644392,2.3007725
Vente,8900000.0,Appartement,1,13.3,48.8644392,2.3007725
Vente,794250.0,Appartement,3,83.19,48.8594443,2.2811074
Vente,315000.0,Appartement,1,33.0,48.8282359,2.3765307
Vente,750000.0,Appartement,3,73.75,48.845285,2.299318
Vente,277160.0,Appartement,1,23.47,48.8404075,2.292246
Vente,255120.0,Appartement,2,63.0,48.8642879,2.2897327
Vente,255120.0,Appartement,1,19.7,48.8642879,2.2897327
Vente,845322.0,Appartement,4,92.62,48.8340474,2.3071838
Vente,930590.0,Appartement,3,84.0,48.8495546,2.2726148
Vente,375000.0,Appartement,2,32.95,48.8297267,2.3305142
Vente,250950.0,Appartement,1,22.19,48.8335218,2.343221
Vente,510000.0,Appartement,3,53.9,48.8398038,2.3987227
Vente,214000.0,Appartement,1,18.15,48.8650816,2.3728815
Vente,512500.0,Appartement,2,47.45,48.8592591,2.3773667
Vente,295000.0,Appartement,2,26.4,48.8618373,2.3855593
Vente,506000.0,Appartement,3,50.0,48.8372209,2.2840449
Vente,2145000.0,Appartement,4,107.62,48.8524854,2.3371011
Vente,290000.0,Appartement,2,31.0,48.8530123,2.3903923
Vente,330000.0,Appartement,1,30.19,48.8425752,2.4016658
Vente,431400.0,Appartement,3,40.0,48.8595638,2.3764169
Vente,414000.0,Appartement,2,32.0,48.8450561,2.2958236
Vente,215000.0,Appartement,2,20.0,48.8574346,2.380114
Vente,1476533.0,Appartement,3,103.0,48.872204,2.2927596
Vente,602000.0,Appartement,4,72.0,48.8351488,2.2850725
Vente,645000.0,Appartement,2,58.0,48.8405567,2.3229353
Vente,470000.0,Appartement,2,49.3,48.8301253,2.3027655
Vente,252500.0,Appartement,1,22.91,48.8333974,2.3195071
Vente,176900.0,Appartement,1,13.03,48.8556147,2.3867624
Vente,710150.0,Appartement,3,70.01,48.8563092,2.3907738
Vente,295000.0,Appartement,1,28.03,48.8396502,2.402152
Vente,175000.0,Appartement,1,18.36,48.8445692,2.2826612
Vente,730000.0,Appartement,4,95.29,48.8383165,2.2881122
Vente,433000.0,Appartement,3,46.01,48.839388,2.3917604
Vente,360000.0,Appartement,1,31.63,48.8325209,2.2936915
Vente,170000.0,Appartement,1,18.71,48.8252945,2.3415012
Vente,2200000.0,Appartement,5,147.71,48.8648667,2.2718148
Vente,545900.0,Appartement,2,38.06,48.8588162,2.3285562
Vente,1232000.0,Appartement,4,104.18,48.8492901,2.3745494
Vente,6175000.0,Appartement,2,56.0,48.8512949,2.3841268
Vente,6175000.0,Appartement,3,66.0,48.8512949,2.3841268
Vente,6175000.0,Appartement,4,75.0,48.8512949,2.3841268
Vente,6175000.0,Appartement,3,60.0,48.8512949,2.3841268
Vente,6175000.0,Appartement,1,15.0,48.8512949,2.3841268
Vente,495000.0,Appartement,2,40.41,48.8387596,2.4000259
Vente,663462.0,Appartement,2,39.52,48.8516019,2.3371216
Vente,2149800.0,Appartement,5,130.0,48.8601388,2.2960162
Vente,1320000.0,Appartement,4,93.37,48.8745843,2.2839233
Vente,180000.0,Appartement,1,14.0,48.8467642,2.292081
Vente,428800.0,Appartement,2,37.08,48.8531673,2.373736
Vente,259350.0,Appartement,1,24.36,48.8503889,2.389723
Vente,915000.0,Appartement,2,70.0,48.8587441,2.2803554
Vente,299000.0,Appartement,2,26.5,48.846918,2.304255
Vente,216000.0,Appartement,2,30.85,48.8283215,2.3709021
Vente,681030.0,Appartement,2,62.48,48.8521835,2.2687704
Vente,950000.0,Appartement,5,91.11,48.8577309,2.386104
Vente,432000.0,Appartement,2,46.2,48.8453048,2.4087804
Vente,508000.0,Appartement,1,38.0,48.8507345,2.3270576
Vente,2540000.0,Appartement,4,150.0,48.8617946,2.2736093
Vente,680000.0,Appartement,2,32.0,48.8662284,2.2883269
Vente,680000.0,Appartement,2,51.0,48.8662284,2.2883269
Vente,520000.0,Appartement,2,55.0,48.8348953,2.3198202
Vente,1340000.0,Appartement,4,96.05,48.8676032,2.2914781
Vente,450000.0,Appartement,2,42.74,48.8429021,2.4000187
Vente,1770000.0,Appartement,6,167.0,48.8458164,2.2712433
Vente,426460.0,Appartement,2,42.73,48.825326,2.3239399
Vente,850000.0,Appartement,5,81.73,48.836739,2.3251884
Vente,320000.0,Appartement,2,50.1,48.853803,2.3403816
Vente,1275000.0,Appartement,5,130.0,48.8406248,2.2584613
Vente,423000.0,Appartement,3,48.92,48.833165,2.2997539
Vente,1673000.0,Appartement,1,21.0,48.8428664,2.3317616
Vente,1673000.0,Appartement,5,115.21,48.8428664,2.3317616
Vente,255000.0,Appartement,1,24.37,48.8597186,2.3806376
Vente,618700.0,Appartement,4,62.0,48.8370128,2.3060462
Vente,275000.0,Appartement,2,34.0,48.8279007,2.3154592
Vente,453000.0,Appartement,3,40.03,48.8687374,2.3712286
Vente,260000.0,Appartement,2,28.62,48.856423,2.3827394
Vente,110000.0,Appartement,1,7.95,48.8494322,2.3511539
Vente,338000.0,Appartement,2,27.49,48.8507944,2.2946986
Vente,174600.0,Appartement,1,15.26,48.8393275,2.3583582
Vente,645000.0,Appartement,3,66.49,48.8257296,2.3424836
Vente,927000.0,Appartement,3,113.35,48.8483499,2.2733066
Vente,253000.0,Appartement,3,35.0,48.8268331,2.3636109
Vente,253000.0,Appartement,2,41.0,48.8268331,2.3636109
Vente,381500.0,Appartement,2,40.22,48.8402605,2.3988041
Vente,405600.0,Appartement,3,40.37,48.8305017,2.302125
Vente,225000.0,Appartement,2,21.36,48.8369526,2.398774
Vente,225000.0,Appartement,2,28.0,48.8369526,2.398774
Vente,940000.0,Appartement,4,81.93,48.8601381,2.3682087
Vente,300300.0,Appartement,1,31.14,48.8366336,2.2961365
Vente,492000.0,Appartement,3,70.0,48.8467926,2.27135
Vente,216000.0,Appartement,1,22.5,48.8285482,2.3209123
Vente,2379000.0,Appartement,1,8.0,48.8431191,2.3308646
Vente,2379000.0,Appartement,3,54.03,48.8431191,2.3308646
Vente,2379000.0,Appartement,3,78.15,48.8431191,2.3308646
Vente,2379000.0,Appartement,3,76.35,48.8431191,2.3308646
Vente,430000.0,Appartement,2,39.4,48.8481901,2.3542032
Vente,338000.0,Appartement,2,31.8,48.8452591,2.3792095
Vente,358950.0,Appartement,1,41.5,48.8576416,2.3922072
Vente,332000.0,Appartement,2,28.02,48.8476485,2.3773201
Vente,569900.0,Appartement,3,59.83,48.8368032,2.4023837
Vente,425000.0,Appartement,2,41.0,48.8397943,2.3983202
Vente,234000.0,Appartement,1,22.4,48.8369799,2.3911701
Vente,366520.0,Appartement,2,38.0,48.8486473,2.3858899
Vente,530000.0,Appartement,2,40.36,48.839673,2.3385662
Vente,286000.0,Appartement,1,24.13,48.8471263,2.2861476
Vente,139100.0,Appartement,1,21.94,48.8553682,2.2711843
Vente,500000.0,Appartement,2,45.1,48.8599713,2.2750534
Vente,822000.0,Appartement,3,79.04,48.8742447,2.279536
Vente,220000.0,Appartement,1,18.37,48.8476218,2.3790105
Vente,390000.0,Appartement,3,43.19,48.8466902,2.3717885
Vente,954900.0,Appartement,3,69.14,48.8238993,2.3515333
Vente,175000.0,Appartement,2,56.0,48.8242604,2.3291421
Vente,175000.0,Appartement,3,57.0,48.8242604,2.3291421
